"","Sl1","Sl2","Sl3","Ctr1","Ctr2","Ctr3"
"PITA_10258",6,3,1,5,0,3
"PITA_33412",0,0,0,0,0,0
"PITA_10014",25,15,33,53,33,9
"PITA_31924",563,404,394,565,453,397
"PITA_04915",0,0,0,0,0,0
"PITA_13766",441,338,285,249,277,366
"PITA_05305",0,0,3,8,0,3
"PITA_39744",1159,841,929,902,849,950
"PITA_34557",316,141,171,160,402,276
"PITA_26259",0,0,0,0,0,0
"PITA_16096",0,0,0,0,0,0
"PITA_27786",14,5,7,13,16,20
"PITA_31337",79,38,49,57,54,49
"PITA_50960",202,145,156,171,157,222
"PITA_14872",242,147,198,287,237,195
"PITA_42940",0,0,0,0,0,0
"PITA_51436",0,0,0,0,0,0
"PITA_03470",0,0,0,0,0,0
"PITA_13623",0,0,0,0,0,0
"PITA_12434",1,0,0,0,0,0
"PITA_07520",0,0,0,0,0,0
"PITA_28825",64,61,48,73,100,90
"PITA_20733",0,0,0,0,0,0
"PITA_10078",0,0,0,0,0,0
"PITA_19360",3,0,0,6,0,10
"PITA_32115",82,6,31,22,3,7
"PITA_01071",489,256,245,332,326,1583
"PITA_35657",0,0,0,0,4,0
"PITA_49276",0,0,0,0,0,0
"PITA_48758",0,0,0,0,0,0
"PITA_03927",230,139,128,223,103,133
"PITA_51260",451,178,612,71,88,89
"PITA_08416",7,4,0,2,1,1
"PITA_48183",0,0,1,1,6,0
"PITA_29833",25,10,9,17,16,10
"PITA_08783",239,124,116,143,155,149
"PITA_27089",123,51,47,71,39,187
"PITA_42375",87,61,68,103,72,51
"PITA_26361",2,2,1,2,4,18
"PITA_04961",2,0,0,0,0,0
"PITA_03082",0,0,0,0,0,0
"PITA_22922",64,51,29,47,48,50
"PITA_36353",296,112,87,52,96,98
"PITA_14007",7,0,0,9,0,0
"PITA_00375",237,136,84,102,84,157
"PITA_12340",5547,3460,2674,3056,2812,4046
"PITA_51142",0,0,0,0,0,0
"PITA_17198",0,2,0,1,2,4
"PITA_42441",23,25,21,15,15,25
"PITA_12239",171,82,113,95,111,83
"PITA_04047",0,0,0,0,0,0
"PITA_48182",10,7,1,6,5,3
"PITA_48604",0,0,1,0,0,0
"PITA_12527",138,23,54,49,169,15
"PITA_24340",0,0,0,0,0,0
"PITA_48509",503,180,240,234,212,149
"PITA_50848",0,0,0,0,0,0
"PITA_14947",70,42,47,53,48,65
"PITA_04820",0,0,0,0,8,0
"PITA_44773",275,171,141,167,126,241
"PITA_34732",0,0,0,0,0,0
"PITA_04967",1,0,0,1,1,0
"PITA_38541",76,5,2,14,1,1
"PITA_13875",0,0,0,0,0,0
"PITA_47253",4,3,1,12,6,0
"PITA_43895",0,1,0,0,0,0
"PITA_43506",28,8,14,9,7,16
"PITA_27746",272,164,113,139,99,169
"PITA_25536",29,3,5,3,29,3
"PITA_31313",20,4,6,18,2,5
"PITA_15321",0,0,0,0,0,0
"PITA_08565",0,19,30,64,18,59
"PITA_50422",215,57,50,41,33,78
"PITA_23746",2963,622,1218,866,1171,784
"PITA_25751",2760,2055,1541,1606,1412,2778
"PITA_51272",6,3,3,5,3,3
"PITA_10066",10,1,7,6,5,0
"PITA_09037",497,242,328,169,193,284
"PITA_30726",19,9,5,6,1,3
"PITA_37802",0,0,0,0,0,4
"PITA_04750",0,0,2,0,0,0
"PITA_09613",106,109,119,78,83,60
"PITA_01519",2314,2032,1384,1572,1318,2143
"PITA_18092",101,70,27,15,22,42
"PITA_21137",42,12,9,15,16,28
"PITA_21260",1,0,2,0,0,0
"PITA_51529",0,0,0,0,0,0
"PITA_04919",0,0,0,0,0,0
"PITA_42038",0,0,0,0,0,8
"PITA_38593",506,442,366,305,354,433
"PITA_19619",977,542,519,663,554,646
"PITA_22933",0,0,0,0,0,0
"PITA_50040",3138,1418,1825,2052,2364,1727
"PITA_00839",0,0,0,0,0,0
"PITA_12558",47,32,24,17,38,14
"PITA_10550",496,236,317,429,203,168
"PITA_43885",264,26,169,269,70,45
"PITA_28238",1,1,7,7,7,0
"PITA_08030",0,0,1,0,0,0
"PITA_29589",3,0,2,3,0,0
"PITA_44009",0,0,0,0,0,0
"PITA_14959",53,30,26,41,38,52
"PITA_39390",1474,959,744,706,824,1069
"PITA_09077",0,0,2,0,1,2
"PITA_39225",0,0,0,0,0,0
"PITA_02125",1,0,0,0,0,0
"PITA_24914",236,66,110,149,128,66
"PITA_43431",131,104,130,152,123,120
"PITA_24876",122,64,101,195,122,99
"PITA_51052",18,5,1,5,2,2
"PITA_35942",6,0,0,0,2,0
"PITA_12495",60,43,28,26,20,21
"PITA_17965",698,197,693,693,339,205
"PITA_22299",0,2,1,11,8,3
"PITA_41149",5,3,5,0,2,4
"PITA_30425",448,300,280,412,322,450
"PITA_48948",29,5,16,19,19,31
"PITA_26083",449,344,130,324,218,391
"PITA_07427",4,1,0,2,0,4
"PITA_33109",0,80,219,348,0,0
"PITA_27562",418,670,777,601,2131,313
"PITA_04755",381,348,266,251,288,500
"PITA_20849",12,27,13,26,8,8
"PITA_27158",7,0,0,0,0,0
"PITA_38440",0,1,0,3,0,0
"PITA_30994",1,0,3,0,0,1
"PITA_07243",1672,639,715,1000,1705,936
"PITA_05079",142,33,54,47,66,51
"PITA_09880",212,104,172,139,77,19
"PITA_34620",1554,1108,797,784,847,610
"PITA_14205",0,0,0,0,0,0
"PITA_46562",3894,4044,2680,2731,2151,3185
"PITA_27697",0,0,0,0,0,0
"PITA_13824",0,1,6,2,2,0
"PITA_15802",13,10,2,6,3,5
"PITA_19384",78,69,53,83,64,85
"PITA_33078",0,0,0,1,3,0
"PITA_17395",361,79,152,242,379,134
"PITA_28157",48,14,11,20,17,23
"PITA_34312",904,473,415,529,502,482
"PITA_00715",95,21,45,60,121,71
"PITA_48193",513,760,495,690,675,651
"PITA_27404",0,0,0,0,0,0
"PITA_35684",12,7,6,5,0,12
"PITA_28614",48,46,42,41,47,71
"PITA_40078",0,0,0,0,0,0
"PITA_14598",77,84,58,83,66,95
"PITA_28525",1148,543,708,678,925,662
"PITA_40799",1,1,2,2,8,1
"PITA_42185",62,27,27,69,20,47
"PITA_48951",0,0,0,1,0,0
"PITA_44340",257,203,211,226,223,335
"PITA_14357",0,0,0,1,0,0
"PITA_22580",0,0,1,0,1,1
"PITA_25838",34,55,96,102,80,107
"PITA_29068",871,581,544,500,522,718
"PITA_37737",76,131,57,149,136,120
"PITA_17359",0,0,8,0,1,0
"PITA_24530",0,1,0,0,0,3
"PITA_47955",44,44,22,20,36,35
"PITA_14157",1281,749,794,802,822,2720
"PITA_17161",973,559,615,660,556,614
"PITA_38515",40,22,16,42,8,38
"PITA_14853",5461,3096,2938,2683,2510,3921
"PITA_42770",0,0,0,0,0,0
"PITA_14016",0,0,0,0,0,0
"PITA_27568",3550,3208,2045,2474,2985,3903
"PITA_43398",0,1,0,0,0,0
"PITA_33235",95,53,49,57,50,55
"PITA_36948",2,0,0,2,0,2
"PITA_19010",1215,645,717,770,558,672
"PITA_50079",164,112,106,56,60,150
"PITA_50036",596,245,198,175,243,251
"PITA_34784",0,7,0,8,1,8
"PITA_22895",19,0,18,19,13,30
"PITA_03128",23,7,14,9,11,10
"PITA_11468",2541,1220,1363,1353,1316,1388
"PITA_26803",50,14,20,29,31,15
"PITA_43619",537,311,395,418,387,344
"PITA_44071",0,0,0,0,0,0
"PITA_32710",301,143,146,144,178,246
"PITA_35566",0,0,0,0,0,0
"PITA_39566",23,0,182,91,0,0
"PITA_14783",0,4,2,2,5,12
"PITA_27983",118,75,70,82,177,89
"PITA_14536",0,1,0,0,0,0
"PITA_45712",1093,630,632,506,674,511
"PITA_46167",87,54,52,60,41,94
"PITA_09734",25,6,13,3,12,9
"PITA_16780",3365,2461,1757,2827,2142,3054
"PITA_41507",43,5,18,6,7,22
"PITA_04080",514,259,215,462,279,317
"PITA_23225",0,0,1,0,0,0
"PITA_05931",29,10,15,11,9,17
"PITA_03171",480,71,391,367,487,143
"PITA_30083",6,14,13,6,2,8
"PITA_14836",138,45,43,32,35,34
"PITA_23559",43,38,21,22,24,26
"PITA_18892",145,72,122,104,79,107
"PITA_23341",5,13,5,10,16,24
"PITA_40034",202,121,105,97,102,140
"PITA_12298",0,0,0,0,0,1
"PITA_21247",0,0,0,0,2,2
"PITA_16504",19,3,5,4,4,6
"PITA_13587",4,1,0,2,0,2
"PITA_38966",0,0,0,0,0,2
"PITA_45581",0,0,0,0,0,0
"PITA_23800",220,121,113,111,74,128
"PITA_09322",391,211,153,139,271,176
"PITA_12593",0,2,16,23,21,5
"PITA_02687",64,43,38,52,44,50
"PITA_27060",219,56,30,67,54,10
"PITA_15095",1,0,0,0,0,1
"PITA_43645",100,105,74,61,50,39
"PITA_12988",1762,1516,1043,1263,1008,1899
"PITA_32543",24,12,18,29,16,21
"PITA_41789",155,117,104,99,150,110
"PITA_22692",0,3,0,0,13,0
"PITA_10769",45,38,25,61,79,76
"PITA_05609",0,0,0,0,0,1
"PITA_36432",691,306,448,274,365,380
"PITA_11485",5,0,0,0,0,2
"PITA_35291",0,0,0,0,0,0
"PITA_21130",65,8,8,52,39,7
"PITA_28675",2,8,5,15,5,14
"PITA_10882",211,123,97,72,60,125
"PITA_48895",90,58,88,70,44,67
"PITA_01056",4,0,1,11,1,7
"PITA_05218",0,0,0,0,0,0
"PITA_19929",292,113,136,148,168,152
"PITA_45802",407,256,166,242,179,337
"PITA_12814",58,19,8,0,16,18
"PITA_44165",91,17,41,5,16,14
"PITA_51015",4,0,0,3,2,1
"PITA_50157",0,0,0,0,0,0
"PITA_21760",545,139,304,191,373,116
"PITA_18131",0,0,0,1,2,0
"PITA_25820",245,166,54,61,35,158
"PITA_01232",21,2,0,3,0,2
"PITA_32034",21,7,8,29,16,8
"PITA_41112",270,98,216,150,221,80
"PITA_06598",675,272,308,409,424,509
"PITA_20448",752,138,542,338,294,95
"PITA_38236",0,0,0,0,0,0
"PITA_26663",0,0,0,0,0,1
"PITA_28046",2150,1007,908,974,1126,1344
"PITA_39360",0,0,0,0,0,1
"PITA_14303",213,112,102,100,55,141
"PITA_42908",0,0,0,1,0,0
"PITA_08127",11,3,3,1,0,1
"PITA_13407",234,117,200,150,158,116
"PITA_11887",24,26,19,8,8,16
"PITA_26081",10,0,16,24,14,12
"PITA_49039",0,0,0,0,0,0
"PITA_28260",0,0,0,0,0,0
"PITA_06214",0,0,1,0,0,0
"PITA_32102",497,274,318,351,397,328
"PITA_26531",0,0,0,1,0,0
"PITA_23227",1460,928,785,1032,936,1092
"PITA_10472",0,0,12,1,0,3
"PITA_46221",77,40,22,24,32,57
"PITA_36615",153,143,78,133,126,249
"PITA_43322",99,68,49,46,56,33
"PITA_21800",43,53,21,24,23,21
"PITA_43922",0,0,0,0,0,0
"PITA_46911",0,0,0,0,0,0
"PITA_13197",839,488,570,423,261,680
"PITA_44086",0,0,0,0,0,0
"PITA_25262",0,2,2,4,0,0
"PITA_44586",19,11,15,4,4,12
"PITA_28568",8,6,0,6,5,6
"PITA_28158",2027,1032,748,1052,970,1573
"PITA_08152",0,2,2,3,3,0
"PITA_08638",6,0,1,19,9,0
"PITA_16258",58,17,14,73,60,30
"PITA_10839",33,25,13,37,17,43
"PITA_42596",3324,1382,2012,2533,2426,1785
"PITA_47490",915,795,551,712,388,753
"PITA_18930",0,0,0,0,0,0
"PITA_25849",358,156,328,289,380,226
"PITA_20602",0,0,0,0,0,0
"PITA_47853",10,3,18,12,15,31
"PITA_49366",0,0,0,0,0,0
"PITA_14281",140,54,64,83,73,39
"PITA_50927",77,35,26,27,19,24
"PITA_43641",5,0,0,0,0,0
"PITA_49051",10,14,8,38,5,15
"PITA_20440",123,88,90,185,237,247
"PITA_41075",39,8,14,2,16,12
"PITA_07594",1,2,1,0,4,0
"PITA_47314",1,0,0,0,0,9
"PITA_19901",0,1,1,1,0,3
"PITA_46083",3211,2149,1394,1679,1314,1891
"PITA_22709",300,228,175,161,273,269
"PITA_12008",0,0,0,0,0,0
"PITA_09065",58,20,9,3,31,4
"PITA_24743",5,2,5,10,4,5
"PITA_38085",0,0,0,0,0,0
"PITA_29134",16,7,8,15,6,3
"PITA_09635",0,0,0,0,2,0
"PITA_22735",10,11,4,3,4,42
"PITA_42844",0,0,0,1,0,0
"PITA_43708",974,524,480,616,546,663
"PITA_16908",0,0,0,0,0,0
"PITA_26091",10,1,7,13,8,8
"PITA_51522",756,497,533,381,343,528
"PITA_22227",0,0,0,0,0,0
"PITA_14532",143,84,76,108,84,75
"PITA_43654",750,581,460,518,354,662
"PITA_35277",75,60,44,37,49,41
"PITA_27208",4,2,1,2,2,0
"PITA_34458",0,6,13,0,4,0
"PITA_09248",0,3,0,0,0,0
"PITA_13315",124,29,103,92,16,13
"PITA_39641",68,30,33,71,29,53
"PITA_03924",1065,633,615,772,595,669
"PITA_21436",35,21,22,26,10,30
"PITA_26156",0,0,0,0,0,0
"PITA_03720",236,31,307,419,1087,26
"PITA_29683",47,17,14,45,55,28
"PITA_05530",122,47,43,50,69,317
"PITA_25626",217,130,117,107,71,186
"PITA_31094",241,136,115,133,126,182
"PITA_05571",4468,2046,2051,1809,2767,2471
"PITA_11861",0,0,0,0,0,0
"PITA_18206",72,83,53,48,35,118
"PITA_44353",7,3,1,0,0,2
"PITA_07111",111,87,78,87,62,80
"PITA_15695",1243,619,486,645,883,1058
"PITA_28067",21,31,33,0,27,17
"PITA_20401",158,60,209,16,11,142
"PITA_16037",0,0,0,0,0,0
"PITA_38561",0,0,0,1,0,3
"PITA_31596",219,170,192,159,142,277
"PITA_09520",0,0,0,0,0,0
"PITA_15244",43,61,1,26,41,29
"PITA_27902",35,27,15,21,16,12
"PITA_15732",614,428,471,387,541,380
"PITA_17803",8173,2482,4187,1371,3388,1607
"PITA_43850",0,0,0,0,0,0
"PITA_04818",0,0,0,0,3,0
"PITA_43217",276,144,187,191,146,134
"PITA_51254",4,6,2,0,2,1
"PITA_24185",7,1,11,3,6,5
"PITA_14296",42,6,31,13,6,7
"PITA_13492",0,0,0,0,0,0
"PITA_29886",14,14,80,2,5,4
"PITA_04219",0,0,0,0,0,0
"PITA_39160",0,0,0,0,0,0
"PITA_34425",0,0,5,0,0,0
"PITA_08449",13,5,7,1,13,10
"PITA_36230",2,0,0,0,0,0
"PITA_42028",4,0,2,5,1,0
"PITA_26769",0,13,2,43,29,26
"PITA_31138",587,301,444,172,426,168
"PITA_30771",0,0,0,1,0,0
"PITA_36618",4780,2985,3134,2457,2676,3986
"PITA_23521",8,3,2,0,4,5
"PITA_45586",538,285,351,291,257,319
"PITA_42294",0,0,1,1,1,0
"PITA_20042",28,4,4,10,4,6
"PITA_00515",45,30,30,31,21,20
"PITA_19215",0,0,0,0,0,0
"PITA_21394",0,2,4,0,0,0
"PITA_51283",20,1,1,0,0,0
"PITA_00405",372,200,248,233,229,297
"PITA_29856",0,0,0,0,0,0
"PITA_29058",1292,1538,1063,294,1253,894
"PITA_49176",0,0,0,0,0,0
"PITA_14213",0,0,0,0,0,0
"PITA_23666",366,400,186,176,223,330
"PITA_21115",8,0,1,3,3,1
"PITA_32049",0,0,0,0,0,0
"PITA_42205",1762,956,958,555,668,613
"PITA_14906",2029,691,1839,1710,1072,1453
"PITA_28397",6507,4183,4235,5233,5466,5527
"PITA_08175",6,1,0,0,0,0
"PITA_43747",100,36,41,51,59,31
"PITA_18519",293,231,194,244,173,246
"PITA_04927",641,312,317,384,309,422
"PITA_18862",1733,640,1227,2300,1485,495
"PITA_35890",1,0,0,1,0,8
"PITA_30353",15,7,23,7,20,3
"PITA_26276",4,3,0,12,9,1
"PITA_32768",0,0,0,0,0,0
"PITA_14260",0,0,0,0,0,0
"PITA_33887",992,564,366,448,508,761
"PITA_22297",52,65,41,60,65,102
"PITA_34155",65,18,29,28,34,19
"PITA_13097",1,0,0,0,0,0
"PITA_33810",0,0,0,0,1,0
"PITA_34572",2,2,0,0,0,2
"PITA_24818",1,0,0,1,4,2
"PITA_42585",548,482,409,451,488,598
"PITA_07985",977,834,778,653,504,906
"PITA_37653",29,17,9,1,3,16
"PITA_09688",0,0,0,0,0,0
"PITA_08985",1298,820,803,829,688,867
"PITA_50474",218,324,83,225,241,336
"PITA_13341",296,225,198,279,323,362
"PITA_38291",5474,1267,2336,1548,2014,1626
"PITA_15447",1845,1452,812,1129,949,1647
"PITA_07727",631,318,369,418,426,450
"PITA_06595",4,0,10,12,33,6
"PITA_44790",546,267,423,780,585,299
"PITA_24444",824,406,462,536,402,567
"PITA_27154",9,0,5,5,1,2
"PITA_29130",87,40,28,35,28,47
"PITA_33885",0,0,0,0,0,0
"PITA_18839",36,8,2,27,11,17
"PITA_13071",73,48,40,52,31,39
"PITA_32069",28,8,5,2,6,6
"PITA_29193",4,0,1,2,0,2
"PITA_03384",5,2,6,3,3,4
"PITA_23813",0,1,0,16,1,2
"PITA_45175",5,1,0,1,3,0
"PITA_04550",40,31,41,33,21,37
"PITA_41723",29,23,40,54,43,28
"PITA_38787",91,39,47,41,52,43
"PITA_51423",793,307,406,217,564,493
"PITA_16489",0,4,0,5,0,0
"PITA_05801",633,124,0,34,0,0
"PITA_20363",156,222,189,160,108,201
"PITA_15710",605,313,297,294,290,323
"PITA_20240",532,465,374,442,401,423
"PITA_33984",0,0,0,0,0,0
"PITA_44379",0,1,6,1,0,11
"PITA_07460",0,0,0,0,0,0
"PITA_27394",103,63,62,78,72,67
"PITA_39963",223,198,174,182,153,190
"PITA_22351",46,19,86,33,40,11
"PITA_43724",0,0,1,2,1,0
"PITA_01290",0,0,0,0,0,0
"PITA_49238",101,52,24,50,36,49
"PITA_04964",0,0,0,0,0,0
"PITA_30176",41,19,15,26,19,31
"PITA_08538",149,42,110,122,99,66
"PITA_03165",7,12,5,5,8,15
"PITA_47008",10,0,21,0,2,0
"PITA_32470",0,0,0,0,0,0
"PITA_06618",53,40,31,54,31,31
"PITA_17225",342,26,28,0,198,84
"PITA_42407",246,252,139,273,329,212
"PITA_42484",207,141,86,98,104,145
"PITA_39115",48,3,9,20,20,15
"PITA_33986",18,1,1,5,0,0
"PITA_46251",141,71,33,56,33,46
"PITA_20316",0,0,0,0,0,1
"PITA_09778",41,72,66,46,66,67
"PITA_30373",119,73,59,50,38,68
"PITA_34752",1602,1071,893,983,978,1233
"PITA_13803",561,375,390,464,384,529
"PITA_01294",97,131,62,96,119,116
"PITA_25700",339,173,167,258,278,155
"PITA_30567",0,0,0,0,0,0
"PITA_14873",0,0,0,0,0,0
"PITA_15563",748,342,430,345,514,415
"PITA_11022",7,0,0,0,0,0
"PITA_21823",59,24,4,21,6,51
"PITA_35488",106,70,96,79,83,135
"PITA_25689",12,8,6,12,6,6
"PITA_23304",25,13,10,4,4,11
"PITA_33190",0,0,0,0,0,0
"PITA_48794",13,9,3,74,17,7
"PITA_13720",142,130,82,72,45,86
"PITA_37071",1762,567,964,666,805,480
"PITA_49478",93,94,72,120,73,107
"PITA_10123",0,0,0,0,0,0
"PITA_45906",2106,1339,994,1612,1245,1736
"PITA_38003",0,0,0,0,0,0
"PITA_01471",0,0,0,0,0,0
"PITA_46436",39,45,41,37,18,150
"PITA_42211",11,8,6,17,1,4
"PITA_28265",304,188,177,223,162,150
"PITA_29337",126,52,66,106,64,89
"PITA_39005",0,0,0,3,0,4
"PITA_47884",28,21,14,7,13,4
"PITA_17576",7,4,0,4,2,3
"PITA_34470",4,0,0,1,2,0
"PITA_33669",49,29,28,30,18,21
"PITA_43276",0,0,0,0,0,0
"PITA_16680",0,0,0,0,0,5
"PITA_16047",0,0,0,0,0,0
"PITA_15870",247,187,144,195,127,195
"PITA_00767",71,16,36,52,26,18
"PITA_20084",62,9,80,89,54,26
"PITA_39236",2134,872,1084,634,1046,811
"PITA_27412",0,0,0,0,0,0
"PITA_14455",1,0,0,0,0,2
"PITA_16506",26,1,1,3,6,5
"PITA_44177",0,0,0,1,0,0
"PITA_05615",0,0,0,0,0,0
"PITA_29641",0,0,0,0,0,0
"PITA_47223",0,0,0,0,0,0
"PITA_40085",4,0,0,3,1,0
"PITA_31824",99,27,59,41,14,32
"PITA_30864",7,1,5,2,2,4
"PITA_10108",0,0,0,0,0,0
"PITA_09042",14,1,6,6,3,3
"PITA_31513",0,0,0,0,0,0
"PITA_32956",0,14,1,4,6,2
"PITA_09696",799,548,388,593,437,693
"PITA_44056",0,0,1,3,1,3
"PITA_47029",0,0,0,0,0,0
"PITA_01924",709,295,485,345,405,300
"PITA_26585",917,499,567,438,597,597
"PITA_07917",0,1,0,19,6,1
"PITA_39013",41,100,16,18,45,43
"PITA_30659",16,1,2,1,1,4
"PITA_41709",0,0,0,0,0,0
"PITA_28327",179,164,146,225,135,229
"PITA_37551",4,4,6,24,17,2
"PITA_17330",0,0,0,0,0,0
"PITA_43319",0,0,0,0,0,0
"PITA_24821",4178,2318,2132,2191,2645,2460
"PITA_26452",0,0,0,0,2,3
"PITA_22061",0,0,0,0,0,0
"PITA_49658",0,0,0,0,2,0
"PITA_31527",427,194,171,230,213,245
"PITA_14860",477,139,184,164,139,136
"PITA_45644",1565,885,661,1072,779,1077
"PITA_17064",58,30,36,45,20,47
"PITA_34237",5,12,5,3,3,6
"PITA_49220",0,0,0,0,0,0
"PITA_49484",263,100,116,137,130,116
"PITA_24775",110,52,100,175,188,38
"PITA_37226",1075,961,673,907,552,1411
"PITA_29671",159,92,111,154,103,104
"PITA_35431",37,8,18,3,3,8
"PITA_32665",36,98,42,56,51,101
"PITA_35067",18,2,9,7,4,3
"PITA_23149",0,0,0,0,0,0
"PITA_34427",220,95,120,119,115,158
"PITA_38657",1551,1483,728,734,412,1358
"PITA_39623",35,20,34,44,19,23
"PITA_25396",26,8,12,7,4,10
"PITA_09094",24,30,11,48,48,36
"PITA_02276",1179,695,609,906,736,980
"PITA_01533",226,116,121,227,173,175
"PITA_32915",57,29,18,27,15,24
"PITA_31632",0,0,0,0,0,0
"PITA_12587",151,46,58,63,35,53
"PITA_31638",0,0,0,0,0,0
"PITA_04880",30,28,19,14,41,31
"PITA_29733",0,1,0,0,0,0
"PITA_04489",0,1,0,5,0,2
"PITA_47288",79,54,108,17,46,67
"PITA_41747",242,183,171,108,120,174
"PITA_02627",0,0,0,0,0,0
"PITA_14004",8,5,3,10,7,0
"PITA_47526",0,0,0,0,0,0
"PITA_27956",4,6,5,8,3,10
"PITA_36004",563,375,237,355,492,592
"PITA_46066",0,0,0,0,0,0
"PITA_34116",0,0,0,0,0,7
"PITA_49957",811,454,360,483,328,663
"PITA_09804",1802,2041,1647,1687,1243,3481
"PITA_40353",29,9,7,4,5,8
"PITA_01995",1049,802,602,573,557,982
"PITA_22739",0,0,0,0,2,0
"PITA_33598",2227,1298,1189,1327,998,1010
"PITA_50838",17,7,9,2,0,7
"PITA_11771",470,237,211,138,297,200
"PITA_11755",1218,716,682,782,659,1159
"PITA_46203",0,0,0,0,0,0
"PITA_07698",4868,4755,2957,2707,2161,6551
"PITA_36831",24,12,33,37,24,8
"PITA_10558",1633,1016,1019,1012,1224,1474
"PITA_05125",2,20,22,32,10,66
"PITA_24917",365,76,247,247,136,38
"PITA_50216",727,277,354,435,531,346
"PITA_07089",0,0,0,0,0,0
"PITA_29123",4577,1737,1769,1223,2932,1289
"PITA_38778",350,174,179,192,135,211
"PITA_28852",132,61,64,62,85,58
"PITA_23253",229,123,188,137,149,233
"PITA_42242",228,70,227,195,247,176
"PITA_30765",27,13,14,10,15,19
"PITA_12487",450,149,158,108,140,134
"PITA_48243",1,21,7,13,5,14
"PITA_41577",15,1,2,5,13,8
"PITA_29860",714,429,439,503,533,477
"PITA_21607",18,11,2,18,9,5
"PITA_19224",344,224,166,195,177,241
"PITA_13241",1829,1233,870,1117,907,1574
"PITA_11731",1419,580,888,1306,1104,862
"PITA_45064",539,191,327,256,304,144
"PITA_39844",135,70,62,71,64,108
"PITA_29046",0,0,0,0,0,0
"PITA_01134",0,0,0,0,0,1
"PITA_04647",1,0,1,0,0,0
"PITA_20278",0,0,19,0,0,0
"PITA_32144",523,270,301,260,210,214
"PITA_03176",80,53,71,67,21,60
"PITA_01509",2,0,0,0,1,0
"PITA_28830",20,16,16,31,26,10
"PITA_20005",39,9,4,16,18,19
"PITA_09413",0,0,0,0,0,0
"PITA_06935",18,4,31,8,10,2
"PITA_51156",0,0,0,0,0,0
"PITA_07036",1,2,5,9,12,4
"PITA_33093",1,0,0,0,0,0
"PITA_02018",187,84,88,113,105,153
"PITA_25968",91,113,149,167,135,22
"PITA_35803",0,0,0,0,0,0
"PITA_30285",0,0,0,0,0,2
"PITA_10113",12,18,0,19,4,0
"PITA_46231",0,0,0,0,0,1
"PITA_29309",1512,813,975,1002,1527,1534
"PITA_04291",4,0,0,1,0,0
"PITA_23252",9,0,5,0,0,3
"PITA_31822",10,4,3,2,1,0
"PITA_21825",0,1,0,1,0,0
"PITA_25293",0,0,0,0,0,0
"PITA_06575",420,253,266,222,234,259
"PITA_44924",54,37,55,52,30,47
"PITA_29630",213,228,247,167,185,233
"PITA_48612",2,0,1,0,1,0
"PITA_10200",2,2,2,0,1,4
"PITA_26087",75,33,30,48,24,59
"PITA_10879",17,9,4,8,6,7
"PITA_02298",674,150,132,22,414,49
"PITA_18123",0,0,0,1,0,0
"PITA_25582",0,0,0,0,0,0
"PITA_32670",0,0,0,0,0,0
"PITA_41800",0,0,0,0,0,0
"PITA_49306",70,102,45,129,91,231
"PITA_11243",46,23,27,23,18,8
"PITA_32270",1681,1085,1017,903,994,1427
"PITA_18541",561,364,391,488,395,361
"PITA_02040",651,611,808,576,561,802
"PITA_38629",33,22,23,24,15,48
"PITA_11902",177,52,144,183,184,96
"PITA_13109",0,0,0,0,0,0
"PITA_22128",0,0,8,1,0,0
"PITA_02338",0,6,0,1,7,31
"PITA_50090",0,0,0,0,0,0
"PITA_28694",0,0,0,0,0,0
"PITA_28850",180,45,47,48,58,66
"PITA_22760",0,0,0,0,0,0
"PITA_31271",33,7,11,29,4,0
"PITA_31549",74,28,30,57,35,61
"PITA_35153",0,0,0,0,0,0
"PITA_13403",1,2,1,0,1,6
"PITA_42422",0,0,0,0,0,0
"PITA_18753",409,367,251,84,137,216
"PITA_02828",379,352,233,476,280,388
"PITA_41730",1119,592,498,595,760,673
"PITA_38270",498,469,553,943,698,612
"PITA_31683",0,0,0,0,0,0
"PITA_02376",0,1,1,4,11,0
"PITA_41700",474,676,431,289,255,537
"PITA_21328",0,0,0,0,0,0
"PITA_25501",0,2,0,1,0,2
"PITA_21310",0,0,0,0,0,0
"PITA_25273",230,99,129,108,180,124
"PITA_32471",477,127,369,339,627,217
"PITA_45436",0,0,0,0,0,0
"PITA_15333",56,21,30,36,17,8
"PITA_46671",1121,656,596,545,671,713
"PITA_31155",0,1,1,1,3,8
"PITA_31045",143,72,55,39,45,70
"PITA_42042",0,0,0,0,0,0
"PITA_28114",0,0,0,0,0,0
"PITA_15796",0,0,0,0,0,1
"PITA_23961",3,0,4,2,3,0
"PITA_41251",2,1,1,1,0,2
"PITA_32357",97,54,57,44,45,70
"PITA_50856",0,0,0,0,0,0
"PITA_16382",0,0,0,0,0,0
"PITA_28348",2,2,1,3,10,4
"PITA_45636",0,0,0,0,0,0
"PITA_26330",0,0,0,0,2,0
"PITA_13806",0,0,0,0,0,0
"PITA_33553",134,63,62,44,38,45
"PITA_35374",306,375,275,354,222,529
"PITA_27729",1809,1551,1075,1035,898,1671
"PITA_04627",0,2,12,1,0,0
"PITA_05237",3,0,0,0,0,0
"PITA_32313",108,0,110,95,79,157
"PITA_42160",0,0,0,0,0,0
"PITA_21290",36,3,11,18,20,10
"PITA_45013",0,0,0,0,0,2
"PITA_24412",787,441,305,439,519,976
"PITA_17335",0,0,0,0,0,0
"PITA_36306",1,0,0,0,0,0
