"","Sl1","Sl2","Sl3","Ctr1","Ctr2","Ctr3"
"PITA_42967",0,0,0,0,2,1
"PITA_05282",1116,177,361,241,577,182
"PITA_40707",74,43,53,49,44,47
"PITA_50787",0,0,0,0,0,0
"PITA_23877",457,419,275,207,245,286
"PITA_50864",0,0,0,0,0,0
"PITA_19791",0,0,0,0,0,0
"PITA_16358",815,338,347,387,506,295
"PITA_27036",2,1,2,6,1,7
"PITA_16626",1551,442,720,578,533,532
"PITA_42664",0,0,0,0,0,0
"PITA_29334",16,9,15,14,45,31
"PITA_33880",88,16,29,21,15,16
"PITA_24188",112,94,69,65,38,71
"PITA_33320",5,4,10,17,9,13
"PITA_15166",2,0,0,1,1,3
"PITA_32940",0,0,0,0,0,0
"PITA_37471",0,3,0,0,0,11
"PITA_34861",28,53,39,28,43,48
"PITA_36362",64,49,48,50,32,29
"PITA_12217",39,55,33,26,26,36
"PITA_25186",3,0,0,3,2,2
"PITA_39831",45,28,19,39,32,28
"PITA_47661",0,0,0,2,1,0
"PITA_03587",585,450,333,565,743,566
"PITA_10100",3,0,0,0,0,1
"PITA_24919",702,1646,351,488,1588,1980
"PITA_41849",28,17,5,12,11,19
"PITA_05223",1,0,0,0,2,0
"PITA_48979",2646,1716,1306,1826,1484,1896
"PITA_09028",1305,638,688,554,700,438
"PITA_06945",10,6,20,14,3,18
"PITA_46345",0,0,0,0,0,0
"PITA_46310",457,348,264,250,364,381
"PITA_42409",0,0,0,0,0,0
"PITA_05334",0,0,6,8,7,21
"PITA_41116",1,0,0,0,0,0
"PITA_44988",2525,1322,1361,1221,1158,1710
"PITA_11474",0,0,0,0,0,0
"PITA_09835",0,24,10,4,8,0
"PITA_10408",5,0,5,9,0,4
"PITA_12865",223,96,134,69,84,100
"PITA_48447",0,0,0,0,0,0
"PITA_19230",197,75,143,48,60,51
"PITA_32566",5,1,3,4,7,1
"PITA_09394",0,0,0,0,0,0
"PITA_51189",0,0,0,0,0,0
"PITA_02537",2,0,1,0,5,1
"PITA_51472",8,0,0,0,0,1
"PITA_39644",0,1,0,0,0,0
"PITA_01502",4,0,0,0,2,0
"PITA_15511",1291,714,730,687,788,872
"PITA_26484",4,5,4,16,23,9
"PITA_17657",509,246,219,390,251,343
"PITA_27319",1720,1260,833,1093,922,1365
"PITA_42300",0,1,2,2,1,0
"PITA_06500",8,4,8,3,4,4
"PITA_43902",2,0,0,0,3,0
"PITA_25922",5,0,8,0,0,0
"PITA_36199",0,0,0,0,1,0
"PITA_06262",911,468,433,450,381,497
"PITA_35840",91,73,45,21,59,65
"PITA_15632",2418,974,1112,1238,1163,1001
"PITA_44957",52,0,9,0,2,33
"PITA_18971",0,0,0,0,0,0
"PITA_02805",0,0,0,0,0,0
"PITA_24219",0,0,0,0,0,1
"PITA_00218",8,0,0,0,0,0
"PITA_02670",66,62,30,29,38,79
"PITA_16151",61,9,36,22,12,11
"PITA_40097",252,183,146,152,164,466
"PITA_44149",0,0,0,0,0,0
"PITA_06854",0,0,0,0,0,0
"PITA_06024",30,20,29,20,22,20
"PITA_19773",5,1,0,1,6,5
"PITA_39531",0,0,0,0,0,0
"PITA_35435",0,0,0,0,0,0
"PITA_26024",11,11,0,6,0,7
"PITA_39098",0,0,0,0,0,0
"PITA_18803",0,0,0,0,0,0
"PITA_34015",0,0,0,0,0,0
"PITA_47640",0,0,0,0,0,0
"PITA_23237",0,1,0,0,1,0
"PITA_47195",217,133,179,148,152,227
"PITA_17878",176,106,96,55,35,77
"PITA_30837",1820,878,947,725,988,1207
"PITA_46724",0,0,0,0,0,0
"PITA_24594",14,2,3,5,6,4
"PITA_02580",0,0,1,0,1,0
"PITA_43535",1,0,1,2,0,1
"PITA_28619",468,126,322,620,212,196
"PITA_37997",121,104,70,101,85,93
"PITA_33333",0,0,0,0,0,0
"PITA_21215",969,249,787,744,579,119
"PITA_09909",0,0,15,8,8,0
"PITA_16044",15,3,17,27,44,10
"PITA_35889",0,0,0,0,0,0
"PITA_26365",20,2,2,5,1,9
"PITA_17459",263,156,130,227,144,208
"PITA_16959",24,10,32,36,42,12
"PITA_00449",0,0,0,0,0,0
"PITA_39574",0,0,0,0,0,0
"PITA_00301",0,4,1,0,0,0
"PITA_26887",35,13,16,22,19,12
"PITA_04512",743,553,309,344,451,488
"PITA_33080",1690,1030,661,1237,1038,1367
"PITA_27417",0,0,0,0,0,0
"PITA_32619",15,1,8,22,35,17
"PITA_24663",187,121,113,121,157,165
"PITA_08139",177,61,51,102,100,62
"PITA_32852",101,53,49,73,50,65
"PITA_31380",0,0,0,0,0,0
"PITA_39109",244,176,106,135,121,299
"PITA_30152",0,0,0,0,0,0
"PITA_31892",12,4,5,4,2,8
"PITA_01357",384,239,396,333,273,282
"PITA_23420",0,0,0,0,0,0
"PITA_14759",60,7,19,50,96,2
"PITA_00953",1,0,0,0,0,0
"PITA_46255",0,1,3,0,0,0
"PITA_33592",19,22,6,16,19,61
"PITA_40521",25,3,3,3,1,1
"PITA_32122",715,358,408,365,291,726
"PITA_37887",9,5,4,1,6,1
"PITA_11410",22,8,9,7,5,5
"PITA_00340",14,8,2,35,4,2
"PITA_48843",66,116,88,127,119,177
"PITA_01307",107,34,46,99,203,59
"PITA_49630",0,0,0,0,0,0
"PITA_16010",0,0,0,0,0,0
"PITA_22334",0,0,0,0,0,0
"PITA_36113",184,54,279,198,156,51
"PITA_01415",28,8,23,35,5,47
"PITA_00049",0,0,0,0,0,0
"PITA_50667",24,14,20,25,10,9
"PITA_36034",1295,863,1267,1203,822,1253
"PITA_31972",35,0,11,32,8,18
"PITA_47757",0,200,345,256,0,571
"PITA_04753",23,34,19,14,22,39
"PITA_18743",1772,927,1003,1240,1048,1091
"PITA_31846",2,0,0,0,0,0
"PITA_10524",32,7,8,12,2,1
"PITA_04783",169,141,115,191,150,169
"PITA_43929",404,199,192,218,134,286
"PITA_02531",0,0,0,0,0,0
"PITA_06165",0,3,0,0,0,0
"PITA_41669",15,10,24,3,6,13
"PITA_04593",0,0,0,0,0,0
"PITA_01830",15,8,31,2,1,3
"PITA_03149",1,0,2,5,0,2
"PITA_25355",1,2,3,2,0,13
"PITA_26072",0,0,0,0,0,0
"PITA_17598",32,23,18,70,16,46
"PITA_06664",128,118,47,102,97,109
"PITA_34321",588,552,762,2091,1597,374
"PITA_02295",0,0,0,0,0,0
"PITA_36194",0,0,0,0,0,0
"PITA_12921",0,1,3,2,4,0
"PITA_38343",14,21,4,31,0,71
"PITA_42245",6,12,2,4,2,25
"PITA_27856",43,38,36,21,18,26
"PITA_08579",320,208,165,219,282,225
"PITA_22814",0,0,0,0,2,0
"PITA_32013",0,1,1,0,0,0
"PITA_10148",0,0,0,0,0,0
"PITA_47639",180,102,91,57,61,110
"PITA_34595",0,0,1,0,0,0
"PITA_11572",3,1,1,3,0,3
"PITA_26189",1337,574,512,467,461,850
"PITA_10575",485,318,255,260,209,311
"PITA_07327",0,0,0,0,0,0
"PITA_35192",0,0,0,0,0,1
"PITA_02605",0,1,0,4,0,2
"PITA_21408",56,189,61,119,128,118
"PITA_35500",0,0,2,2,2,2
"PITA_29873",854,595,378,455,737,946
"PITA_27273",233,104,100,126,48,101
"PITA_02682",3294,2221,1627,1862,1834,3097
"PITA_23676",13,16,11,25,20,24
"PITA_45252",0,0,0,0,0,0
"PITA_47067",64,59,36,37,37,56
"PITA_07189",0,0,0,0,0,0
"PITA_28492",185,117,65,120,106,140
"PITA_14395",0,0,0,0,0,0
"PITA_46749",7,0,9,11,12,3
"PITA_44658",2145,1881,1110,1802,1155,1871
"PITA_28893",102,41,0,0,117,52
"PITA_46450",232,41,200,327,244,59
"PITA_48003",0,0,0,0,0,0
"PITA_31816",1,0,0,1,0,0
"PITA_39028",0,0,0,0,6,0
"PITA_02314",7,13,12,11,7,8
"PITA_30263",0,0,0,0,0,0
"PITA_20007",0,0,0,0,0,0
"PITA_18825",0,0,0,0,0,0
"PITA_31600",124,130,169,77,80,44
"PITA_35594",1621,904,780,718,612,1116
"PITA_48941",753,372,490,311,332,434
"PITA_09620",0,0,0,0,0,0
"PITA_46424",207,97,85,106,52,71
"PITA_31752",275,100,108,97,151,123
"PITA_07261",0,0,0,4,20,0
"PITA_15693",0,0,0,0,0,0
"PITA_36277",28661,14632,17286,19375,21232,17478
"PITA_08335",1310,719,784,675,743,736
"PITA_33861",23,20,16,18,6,87
"PITA_16907",27,6,5,20,12,30
"PITA_15248",0,0,0,0,0,0
"PITA_09674",67,8,25,15,6,19
"PITA_16911",0,0,0,0,0,0
"PITA_05283",2796,1929,1300,1818,1391,1772
"PITA_12303",38,69,21,77,39,83
"PITA_33450",1483,1228,845,661,463,889
"PITA_03658",0,0,0,2,0,2
"PITA_27671",716,505,581,565,542,667
"PITA_47996",0,0,0,0,0,0
"PITA_03134",158,76,47,78,80,112
"PITA_36055",0,0,0,0,0,0
"PITA_23627",113,103,75,80,51,167
"PITA_04618",219,89,87,104,137,91
"PITA_30492",322,321,227,403,385,249
"PITA_00671",1501,720,659,817,1102,919
"PITA_36644",82,51,57,124,88,55
"PITA_48689",10,4,4,14,11,1
"PITA_02331",114,12,46,106,18,14
"PITA_03358",17,4,7,13,5,4
"PITA_43512",650,428,328,379,369,561
"PITA_29677",8,0,8,9,47,19
"PITA_13346",10,3,3,5,8,5
"PITA_05819",1,7,0,0,7,2
"PITA_09628",0,0,0,0,0,0
"PITA_38907",2,0,2,0,0,1
"PITA_19247",26,109,10,14,28,4
"PITA_29300",0,0,0,0,0,0
"PITA_35095",17,6,3,15,11,11
"PITA_29817",0,2,3,1,1,6
"PITA_17660",103,56,37,38,16,26
"PITA_19980",0,0,0,0,0,0
"PITA_35949",214,104,123,178,87,88
"PITA_00818",2,0,0,0,0,1
"PITA_42734",6,0,7,2,8,0
"PITA_14070",869,463,564,480,408,590
"PITA_40926",151,104,80,68,68,50
"PITA_32926",921,437,505,392,358,608
"PITA_49599",24,13,1,2,6,9
"PITA_26218",4262,3768,2283,4503,3030,4756
"PITA_25095",496,287,314,274,321,320
"PITA_31496",0,0,0,0,0,0
"PITA_11204",0,0,0,0,0,0
"PITA_00267",199,79,105,115,143,163
"PITA_21518",430,271,197,300,235,451
"PITA_03726",0,0,0,0,0,0
"PITA_09542",2,0,14,1,1,4
"PITA_01590",81,5,99,51,65,42
"PITA_25418",0,0,0,0,0,0
"PITA_03913",68,73,0,146,30,28
"PITA_25984",621,488,390,416,390,616
"PITA_18646",0,0,4,15,1,13
"PITA_05513",0,0,0,1,0,0
"PITA_41502",0,0,0,0,0,0
"PITA_40788",388,231,273,307,242,242
"PITA_20681",1,2,2,0,2,2
"PITA_29002",0,0,0,0,0,0
"PITA_03830",0,0,0,1,0,0
"PITA_45750",109,22,41,37,35,14
"PITA_00509",0,0,0,3,0,0
"PITA_22097",0,0,0,0,0,0
"PITA_07926",1186,784,719,457,613,668
"PITA_19340",1075,1026,822,59,952,489
"PITA_19648",6,0,0,0,2,0
"PITA_41392",106,51,31,49,22,41
"PITA_01360",5,3,4,3,2,3
"PITA_36415",0,0,0,0,0,0
"PITA_18214",0,0,1,0,0,0
"PITA_33169",95,45,81,52,72,80
"PITA_18794",5,1,0,3,1,3
"PITA_09718",233,70,164,298,108,98
"PITA_20161",526,315,192,321,187,293
"PITA_20822",0,0,0,0,0,0
"PITA_11906",312,294,270,111,74,54
"PITA_11008",5,4,3,15,6,4
"PITA_44256",6,1,2,4,0,1
"PITA_44565",128,53,89,133,147,122
"PITA_14073",62,27,59,42,24,73
"PITA_05288",2,4,1,2,0,0
"PITA_04874",976,707,644,1409,1338,1578
"PITA_24848",555,274,348,288,312,330
"PITA_02271",0,1,0,0,0,0
"PITA_01853",0,0,0,0,0,0
"PITA_46873",0,0,17,4,0,0
"PITA_38128",10,7,3,4,17,12
"PITA_29615",0,0,0,0,0,0
"PITA_22826",789,479,315,169,291,375
"PITA_13497",2,1,2,2,1,2
"PITA_23506",497,226,179,231,126,208
"PITA_15426",0,5,2,1,6,1
"PITA_35934",32,2,17,12,5,7
"PITA_15285",165,79,61,54,71,60
"PITA_05638",535,216,376,669,436,216
"PITA_30041",255,140,152,101,61,127
"PITA_03656",11,15,10,12,10,16
"PITA_10803",0,0,0,0,0,0
"PITA_15671",115,48,66,64,49,40
"PITA_08510",24,10,10,12,10,22
"PITA_16447",0,0,0,0,0,0
"PITA_40938",4,10,0,9,3,11
"PITA_18282",912,710,500,855,593,890
"PITA_02425",1470,1181,745,1098,794,1287
"PITA_31682",130,136,174,98,57,170
"PITA_29028",4,0,3,0,0,1
"PITA_29836",1,1,1,0,0,0
"PITA_33774",29,24,22,16,19,24
"PITA_36527",0,0,0,0,0,0
"PITA_06768",52,25,15,4,41,11
"PITA_44552",96,19,31,33,28,23
"PITA_29586",0,0,0,0,0,0
"PITA_41949",22,4,15,20,41,4
"PITA_41230",0,0,0,0,0,0
"PITA_10439",0,2,0,5,0,0
"PITA_10389",282,212,138,77,173,202
"PITA_39512",153,83,83,64,92,161
"PITA_43134",16,21,23,24,9,15
"PITA_39366",47,40,21,12,13,20
"PITA_23670",104,13,75,16,43,1
"PITA_43241",115,36,32,41,31,540
"PITA_47346",12,2,0,0,1,4
"PITA_21707",1063,741,671,854,728,992
"PITA_16632",69,37,79,41,66,24
"PITA_29662",0,0,0,0,0,1
"PITA_28087",569,331,249,435,361,329
"PITA_38050",7,7,4,5,4,7
"PITA_11780",0,0,0,0,0,0
"PITA_49168",0,0,0,0,0,0
"PITA_19402",90,81,55,40,20,111
"PITA_49393",0,0,0,0,0,13
"PITA_02716",48,1,19,90,123,3
"PITA_05117",118,80,67,117,90,99
"PITA_01460",0,1,5,4,0,0
"PITA_07845",0,0,0,0,0,0
"PITA_22320",8,2,16,16,13,0
"PITA_48911",1,4,2,2,4,5
"PITA_16130",13,8,1,5,13,9
"PITA_20320",461,188,349,382,329,281
"PITA_50957",204,197,65,172,90,210
"PITA_05589",86,66,50,70,45,61
"PITA_39640",2612,1337,1242,1475,1661,1107
"PITA_35051",955,164,415,261,254,222
"PITA_10756",1016,697,525,554,518,759
"PITA_40864",732,421,420,405,422,419
"PITA_48990",10,1,0,0,0,1
"PITA_36517",498,1939,634,1279,1657,1171
"PITA_43309",0,0,1,0,0,0
"PITA_31486",0,0,0,0,0,0
"PITA_36921",0,0,0,1,0,0
"PITA_17773",266,159,131,125,114,215
"PITA_15607",0,0,0,0,0,0
"PITA_10435",0,0,0,0,18,4
"PITA_15585",284,161,91,224,149,378
"PITA_41162",0,0,0,0,2,0
"PITA_05277",7,14,9,31,14,42
"PITA_36135",1974,540,2183,2056,2345,916
"PITA_00359",2,2,2,4,1,8
"PITA_30821",173,98,82,70,108,94
"PITA_08875",1675,604,1294,1458,1778,978
"PITA_05692",0,1,0,0,0,0
"PITA_24068",130,89,29,109,62,99
"PITA_42625",40,21,6,37,4,4
"PITA_18440",27,20,14,19,10,15
"PITA_07828",26,2,30,16,11,0
"PITA_30122",73,97,89,89,26,128
"PITA_51299",83,58,36,43,38,54
"PITA_28181",8,2,2,3,0,0
"PITA_50275",449,186,256,352,221,238
"PITA_11610",23,7,10,9,5,1
"PITA_09292",29,0,54,21,45,43
"PITA_31246",111,32,70,110,46,37
"PITA_22698",33,3,14,27,13,50
"PITA_30794",119,51,90,74,84,75
"PITA_39093",0,0,0,0,0,0
"PITA_09971",8010,5330,4200,2876,1881,4770
"PITA_14707",3,10,4,6,2,5
"PITA_13599",0,7,0,7,0,0
"PITA_11784",0,0,0,0,0,0
"PITA_30612",271,190,180,237,176,166
"PITA_46715",65,10,7,18,13,10
"PITA_43415",129,80,76,128,93,127
"PITA_27818",5,15,2,5,3,19
"PITA_47184",0,1,0,0,5,3
"PITA_36851",0,0,0,0,0,0
"PITA_35008",144,91,85,130,94,84
"PITA_44333",0,0,0,1,0,0
"PITA_02183",49,33,32,44,32,33
"PITA_40479",0,0,0,0,0,0
"PITA_27815",42,28,44,49,34,70
"PITA_48982",31,30,16,25,31,49
"PITA_18087",4347,2933,2453,2875,2765,3390
"PITA_05433",0,2,0,0,0,0
"PITA_24113",0,0,0,0,0,0
"PITA_06293",4,1,0,2,0,1
"PITA_13838",0,0,0,0,0,0
"PITA_18791",8,13,11,12,3,32
"PITA_11258",0,0,0,0,0,0
"PITA_06113",10,6,1,0,0,0
"PITA_18026",150,41,58,87,37,143
"PITA_28431",326,154,136,173,119,167
"PITA_04069",301,203,151,104,113,292
"PITA_29470",63,34,40,50,34,45
"PITA_09704",0,0,0,0,0,0
"PITA_28773",0,1,0,6,5,0
"PITA_31355",0,0,0,0,0,0
"PITA_20880",25,5,43,30,37,1
"PITA_28318",0,0,0,0,0,0
"PITA_26488",0,0,0,0,2,0
"PITA_39918",71,35,43,52,31,38
"PITA_25933",0,1,1,0,1,2
"PITA_12973",321,89,136,168,224,95
"PITA_44095",602,325,344,504,342,408
"PITA_13907",739,386,353,280,223,379
"PITA_35941",1205,741,688,720,579,844
"PITA_44064",841,542,439,533,430,693
"PITA_36444",0,0,0,0,0,0
"PITA_19040",6,2,0,1,6,19
"PITA_38893",0,0,1,0,0,0
"PITA_27277",679,333,361,1044,683,926
"PITA_40994",0,1,0,0,0,0
"PITA_11758",0,1,0,0,0,4
"PITA_48276",0,0,0,0,0,0
"PITA_03357",77,46,49,43,16,35
"PITA_28403",17,17,22,26,39,18
"PITA_22558",590,432,309,523,452,551
"PITA_16648",0,0,0,1,0,0
"PITA_46729",13,2,4,31,23,4
"PITA_48041",0,0,0,0,0,0
"PITA_41495",0,0,0,0,0,0
"PITA_15234",17,2,8,0,0,6
"PITA_39892",50,17,19,15,6,7
"PITA_45305",1,2,5,0,3,0
"PITA_23306",0,0,1,0,19,1
"PITA_44901",0,0,0,0,0,0
"PITA_10949",0,0,0,0,0,0
"PITA_46942",110,100,77,106,51,125
"PITA_11351",0,0,0,0,2,0
"PITA_22939",659,485,426,492,422,617
"PITA_39941",0,0,0,0,0,0
"PITA_28230",19,10,72,61,18,2
"PITA_15730",0,0,0,0,0,0
"PITA_44067",1001,547,619,710,585,571
"PITA_20719",0,0,0,0,0,0
"PITA_41023",277,159,84,138,97,167
"PITA_16705",846,470,468,332,339,476
"PITA_40837",128,61,126,43,36,79
"PITA_42103",26,12,20,10,33,32
"PITA_18542",41,16,12,15,11,18
"PITA_11728",7,14,6,6,8,8
"PITA_30302",0,4,3,5,1,0
"PITA_24939",0,0,0,0,0,0
"PITA_23459",1,0,1,0,0,0
"PITA_39473",1,0,0,0,5,0
"PITA_48860",131,18,43,53,29,14
"PITA_03325",0,0,0,0,0,0
"PITA_48675",46,44,48,41,60,64
"PITA_28226",61,88,57,82,51,106
"PITA_01850",1,2,1,0,0,0
"PITA_32196",365,339,198,269,304,266
"PITA_05673",0,0,0,0,0,0
"PITA_43530",0,0,0,0,0,0
"PITA_12029",681,449,421,341,534,615
"PITA_21775",0,0,0,0,0,0
"PITA_19126",20,58,75,78,63,0
"PITA_47472",0,0,0,0,0,0
"PITA_35686",43,17,14,15,25,14
"PITA_11689",1105,741,751,894,733,780
"PITA_13954",0,0,0,0,0,0
"PITA_47592",90,41,39,51,47,58
"PITA_23412",0,0,0,0,3,1
"PITA_09705",2174,1271,1249,1345,1338,1589
"PITA_16949",0,0,0,2,0,4
"PITA_40979",0,0,0,0,0,0
"PITA_36446",68,51,17,26,17,39
"PITA_20938",0,0,0,0,0,0
"PITA_35023",3616,2010,2141,3414,4472,3103
"PITA_26714",30,29,19,25,19,16
"PITA_16830",2300,1636,1739,1713,1469,1622
"PITA_19704",346,190,192,238,122,245
"PITA_39159",0,0,0,0,0,0
"PITA_20434",0,0,0,0,0,0
"PITA_26962",0,0,0,0,0,0
"PITA_43629",0,0,0,0,2,0
"PITA_33689",11,7,6,0,5,8
"PITA_42996",1112,770,553,446,458,731
"PITA_01816",0,0,0,0,0,0
"PITA_42466",0,0,0,0,0,51
"PITA_31028",370,188,242,256,124,255
"PITA_12368",288,0,0,77,0,0
"PITA_08271",0,0,0,0,0,0
"PITA_36361",60,23,36,28,30,50
"PITA_47753",1,0,0,1,0,0
"PITA_41516",0,0,0,0,0,0
"PITA_45627",2,0,7,5,7,4
"PITA_12488",16,2,24,6,10,3
"PITA_00934",38,19,36,33,59,5
"PITA_47723",0,0,0,0,0,0
"PITA_09299",0,0,1,0,0,0
"PITA_41608",0,0,0,0,0,0
"PITA_34054",0,0,0,0,0,0
"PITA_36540",0,0,0,0,0,0
"PITA_17469",670,330,385,488,429,490
"PITA_44466",712,328,275,228,274,473
"PITA_33317",76,38,44,52,41,16
"PITA_36207",7,3,3,2,10,5
"PITA_41212",0,0,0,0,0,0
"PITA_34326",0,0,1,0,0,0
"PITA_19181",174,201,144,118,108,158
"PITA_30215",1283,727,711,760,787,1943
"PITA_07124",553,328,193,306,248,328
"PITA_13167",0,0,0,1,1,4
"PITA_21794",0,0,0,0,0,0
"PITA_15901",1,1,4,2,5,2
"PITA_20390",237,146,108,155,116,154
"PITA_51319",6,3,0,0,1,2
"PITA_28495",2368,1499,1201,1432,1375,1759
"PITA_07986",0,0,0,0,0,0
"PITA_08623",2064,1947,1625,1310,1596,2148
"PITA_13983",236,153,111,126,109,192
"PITA_45156",78,19,151,220,592,57
"PITA_32893",0,2,3,0,0,0
"PITA_39446",0,0,0,0,0,0
"PITA_30769",37,0,0,0,13,0
"PITA_20823",0,0,0,2,3,0
"PITA_26398",60,33,18,98,31,29
"PITA_26262",120,24,196,77,36,20
"PITA_29587",0,0,0,0,0,0
"PITA_18346",22,5,6,4,4,14
"PITA_13958",210,147,97,68,87,169
"PITA_37409",0,0,0,0,0,0
"PITA_10647",769,431,401,653,431,525
"PITA_12866",32,43,34,38,26,264
"PITA_36861",0,0,0,0,0,0
"PITA_03994",2138,1320,1058,1687,1068,1626
"PITA_32945",2883,1902,1677,2092,2026,2251
"PITA_16223",0,0,0,0,0,0
"PITA_44958",3922,2609,2069,2603,2883,4003
"PITA_13098",3930,2674,2024,2517,2056,3084
"PITA_16523",148,95,28,48,36,86
"PITA_41706",327,154,174,170,166,194
"PITA_48922",85,25,31,62,19,17
"PITA_37038",57,24,66,100,91,27
"PITA_38398",0,0,0,0,0,0
"PITA_06808",109,51,47,46,92,77
"PITA_21633",0,0,0,0,0,0
"PITA_30144",5,1,2,1,0,2
"PITA_44993",22,5,10,5,10,9
"PITA_12331",6,2,2,1,2,2
"PITA_02361",148,80,101,60,124,44
"PITA_34551",0,0,0,0,0,0
"PITA_18096",50,58,44,48,39,60
"PITA_26693",0,0,0,0,0,2
"PITA_01461",0,1,0,11,6,5
"PITA_39989",271,130,171,164,189,137
"PITA_29000",54,82,25,116,44,91
"PITA_01304",0,0,3,0,3,1
"PITA_44035",0,0,0,0,0,0
"PITA_41214",229,153,101,179,108,208
"PITA_35379",0,0,0,0,42,0
"PITA_37718",976,626,540,774,674,966
"PITA_34992",102,22,49,26,17,16
"PITA_25979",324,156,201,232,207,188
"PITA_42301",0,0,0,0,0,0
"PITA_29539",334,99,236,126,214,254
"PITA_41190",63,12,6,12,83,6
"PITA_06218",76,71,66,75,53,49
"PITA_02528",27,26,21,23,12,32
"PITA_28724",5,6,0,0,25,0
"PITA_11642",0,0,0,0,0,0
"PITA_37369",0,0,0,3,0,1
"PITA_33282",110,55,43,38,32,46
"PITA_09202",0,0,3,0,0,0
"PITA_50131",12,2,23,6,6,9
"PITA_02953",0,0,0,0,0,0
"PITA_18701",0,0,1,3,0,0
"PITA_02923",74,19,28,27,28,37
"PITA_19491",427,286,207,191,144,252
"PITA_03983",0,0,0,0,0,0
"PITA_39565",0,0,0,1,0,0
"PITA_13833",0,0,0,0,0,0
"PITA_32263",665,402,321,280,172,524
"PITA_33548",113,136,73,63,122,656
"PITA_40787",0,0,0,0,0,0
"PITA_02303",23,8,5,9,12,11
"PITA_50723",1,0,0,0,0,0
"PITA_24177",508,306,260,233,256,351
"PITA_19957",0,0,0,0,0,0
"PITA_42994",67,38,60,53,40,65
"PITA_24998",7,0,0,8,0,0
"PITA_41418",184,184,97,59,180,114
"PITA_15482",428,416,248,280,219,446
"PITA_18303",0,0,0,0,0,1
"PITA_19431",2028,993,807,1569,1065,1382
"PITA_00495",1848,1080,917,974,1061,889
"PITA_01267",69,8,21,65,47,16
"PITA_00060",5,0,0,0,0,0
"PITA_43019",866,915,546,506,493,1029
"PITA_13025",21,18,8,19,0,9
"PITA_27548",0,0,0,0,0,0
"PITA_39087",3658,2422,2359,2250,2166,3107
"PITA_50513",121,0,94,44,100,0
"PITA_51323",0,0,1,1,1,0
"PITA_13104",2,13,4,3,11,16
"PITA_32323",0,0,0,0,0,0
"PITA_19630",74,43,25,54,53,69
"PITA_06440",0,0,0,0,0,0
"PITA_26748",0,7,0,1,0,0
"PITA_01164",64,102,74,67,112,51
"PITA_23505",31,26,7,14,21,7
"PITA_31064",712,373,666,385,603,293
"PITA_12649",186,95,67,70,73,97
"PITA_45351",3,0,2,0,0,1
"PITA_31399",0,0,0,0,0,0
"PITA_29964",215,193,101,162,160,183
"PITA_40189",70,54,153,91,45,81
"PITA_11046",158,57,97,51,112,71
"PITA_49317",1139,469,479,508,620,463
"PITA_28962",1,0,0,0,1,0
"PITA_15495",0,0,4,7,0,6
"PITA_07190",6,60,22,35,42,55
"PITA_29029",0,0,0,0,1,0
"PITA_01979",12,2,38,37,25,0
"PITA_40781",486,308,312,281,326,390
"PITA_44477",0,4,0,0,0,3
"PITA_27165",2,2,7,0,0,0
"PITA_25857",0,0,0,0,0,0
"PITA_50809",721,531,494,438,336,712
"PITA_50293",0,0,0,0,2,0
"PITA_07109",111,65,73,110,50,323
"PITA_27049",11,9,14,1,11,6
"PITA_50523",134,89,62,96,61,88
"PITA_29048",139,50,93,80,94,86
"PITA_27629",3558,2235,2046,1976,2361,3420
"PITA_22434",1014,523,786,736,685,769
"PITA_01251",0,0,0,0,0,0
"PITA_24396",0,5,9,13,13,8
"PITA_32401",1,1,3,0,2,0
"PITA_35696",235,135,114,54,147,89
"PITA_17491",0,0,0,3,0,0
"PITA_02205",28,24,18,21,22,28
"PITA_49736",3713,1883,2075,2146,2343,2187
"PITA_02466",21,29,8,11,16,12
"PITA_09318",0,0,1,0,0,1
"PITA_41011",293,180,120,178,134,243
"PITA_18093",15,0,0,3,5,5
"PITA_18251",44,36,28,15,14,24
"PITA_02889",0,0,0,0,0,0
"PITA_11659",121,48,108,97,109,116
"PITA_08412",0,0,0,0,2,1
"PITA_36937",0,0,0,0,0,0
"PITA_29340",10,0,0,0,0,0
"PITA_03392",2,6,9,8,3,13
"PITA_03349",102,82,97,62,63,104
"PITA_06470",599,197,301,254,270,225
"PITA_38923",3,0,2,1,1,2
"PITA_09649",74,127,88,116,78,127
"PITA_08502",0,0,0,0,0,0
"PITA_13652",27,0,10,5,1,1
"PITA_24209",0,3,0,0,0,0
"PITA_03723",76,0,21,0,7,4
"PITA_25593",992,911,767,1063,1146,1438
"PITA_31350",0,0,0,0,0,0
"PITA_00238",4,9,4,5,3,2
"PITA_45869",204,152,132,68,161,245
"PITA_02570",0,0,0,0,0,0
"PITA_16862",0,0,0,0,0,0
"PITA_18097",47,124,106,125,48,7638
"PITA_21880",17,6,6,2,4,9
"PITA_14902",0,0,0,0,1,0
"PITA_20862",5,0,1,0,0,5
"PITA_14287",0,0,0,0,0,0
"PITA_15354",1076,886,842,854,660,1048
"PITA_14777",52,35,51,69,52,61
"PITA_45669",0,6,0,0,3,6
"PITA_13573",0,1,1,0,0,0
"PITA_13460",0,0,0,0,0,0
"PITA_28812",0,0,0,0,0,0
"PITA_47051",1258,844,711,756,782,971
"PITA_12867",2,0,4,1,1,150
"PITA_44715",0,14,1,3,0,0
"PITA_15252",0,0,0,0,0,1
"PITA_10491",0,0,0,0,0,0
